PERSON_ID,DISPLAY_LAST_COMMA_FIRST,PLAYER_NAME,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,IS_NBA_ASSIGNED,NBA_ASSIGNED_TEAM_ID,GAMES_PLAYED_FLAG,POSITION,HEIGHT,WEIGHT,SEASON_EXP,BIRTHDATE,COUNTRY,SCHOOL
1628242,"Cannon, Emma",Emma Cannon,1,2017,2025,emma_cannon,emma_cannon,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Forward,6-2,190,6,1989-06-01T00:00:00,USA,Florida Southern
1629524,"Carleton, Bridget",Bridget Carleton,1,2019,2025,bridget_carleton,bridget_carleton,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Forward,6-2,177,6,1997-05-22T00:00:00,Canada,Iowa State
1630096,"Carrington, DiJonai",DiJonai Carrington,1,2021,2025,dijonai_carrington,dijonai_carrington,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Guard-Forward,5-11,175,4,1998-01-08T00:00:00,USA,Baylor
1630150,"Carter, Chennedy",Chennedy Carter,1,2020,2024,chennedy_carter,chennedy_carter,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-9,143,5,1998-11-14T00:00:00,USA,Texas A&M
1630097,"Charles, Kaila",Kaila Charles,1,2020,2025,kaila_charles,kaila_charles,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Guard-Forward,6-1,168,4,1998-03-23T00:00:00,USA,Maryland
202250,"Charles, Tina",Tina Charles,1,2010,2025,tina_charles,tina_charles,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Center,6-4,192,13,1988-12-05T00:00:00,USA,Connecticut
203406,"Clarendon, Layshia",Layshia Clarendon,1,2013,2024,layshia_clarendon,layshia_clarendon,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard,5-9,158,12,1991-05-02T00:00:00,USA,California
204333,"Cloud, Natasha",Natasha Cloud,1,2015,2025,natasha_cloud,natasha_cloud,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Guard,5-10,160,9,1992-02-22T00:00:00,USA,St. Joseph's (PA)
1628269,"Coffey, Nia",Nia Coffey,1,2017,2025,nia_coffey,nia_coffey,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Forward,6-1,182,8,1995-06-11T00:00:00,USA,Northwestern
1630454,"Collier, Charli",Charli Collier,1,2021,2022,charli_collier,charli_collier,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Center,6-5,188,3,1999-09-22T00:00:00,USA,University of Texas at Austin
1629483,"Collier, Napheesa",Napheesa Collier,1,2019,2025,napheesa_collier,napheesa_collier,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Forward,6-1,180,6,1996-09-23T00:00:00,USA,Connecticut
1630099,"Cooper, Te'a",Te'a Cooper,1,2020,2021,tea_cooper,tea_cooper,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Guard,5-8,160,3,1997-04-16T00:00:00,USA,Baylor
1627674,"Copper, Kahleah",Kahleah Copper,1,2016,2025,kahleah_copper,kahleah_copper,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard-Forward,6-1,165,9,1994-08-28T00:00:00,USA,Rutgers
1630100,"Cox, Lauren",Lauren Cox,1,2020,2023,lauren_cox,lauren_cox,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Forward,6-4,205,3,1998-04-20T00:00:00,USA,Baylor
1629482,"Cunningham, Sophie",Sophie Cunningham,1,2019,2025,sophie_cunningham,sophie_cunningham,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,6-1,165,6,1996-08-16T00:00:00,USA,Missouri
1630101,"Dangerfield, Crystal",Crystal Dangerfield,1,2020,2024,crystal_dangerfield,crystal_dangerfield,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard,5-5,130,6,1998-05-11T00:00:00,USA,Connecticut
203024,"Dantas, Damiris",Damiris Dantas,1,2014,2025,damiris_dantas,damiris_dantas,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Center-Forward,6-4,214,9,1992-11-17T00:00:00,Brazil,Real Celta Vigo
1630452,"Davis, Rennia",Rennia Davis,1,2021,2022,rennia_davis,rennia_davis,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard-Forward,6-1,170,2,1999-02-24T00:00:00,USA,Tennessee
1628890,"DeShields, Diamond",Diamond DeShields,1,2018,2024,diamond_deshields,diamond_deshields,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard,6-1,172,7,1995-03-05T00:00:00,USA,Tennessee
203399,"Delle Donne, Elena",Elena Delle Donne,1,2013,2023,elena_delle donne,elena_delle_donne,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Forward-Guard,6-5,187,11,1989-09-05T00:00:00,USA,Delaware
204355,"Dietrick, Blake",Blake Dietrick,1,2016,2021,blake_dietrick,blake_dietrick,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-10,169,6,1993-07-19T00:00:00,USA,Princeton
203400,"Diggins, Skylar",Skylar Diggins,1,2013,2025,skylar_diggins-smith,skylar_diggins,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,5-9,140,10,1990-08-02T00:00:00,USA,Notre Dame
203828,"Dolson, Stefanie",Stefanie Dolson,1,2014,2025,stefanie_dolson,stefanie_dolson,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Center,6-5,235,11,1992-01-08T00:00:00,USA,Connecticut
1630440,"Dungee, Chelsea",Chelsea Dungee,1,2021,2021,chelsea_dungee,chelsea_dungee,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-10,165,2,1997-05-11T00:00:00,USA,Arkansas
200676,"Dupree, Candice",Candice Dupree,1,2006,2021,candice_dupree,candice_dupree,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Forward,6-2,178,16,1984-08-16T00:00:00,USA,Temple
1630389,"Evans, Dana",Dana Evans,1,2021,2025,dana_evans,dana_evans,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard,5-6,145,4,1998-08-01T00:00:00,USA,Louisville
201480,"Fowles, Sylvia",Sylvia Fowles,1,2008,2022,sylvia_fowles,sylvia_fowles,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Center,6-6,219,15,1985-10-06T00:00:00,USA,Louisiana State
1630438,"Gondrezick, Kysre",Kysre Gondrezick,1,2021,2024,kysre_gondrezick,kysre_gondrezick,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-9,150,2,1997-07-27T00:00:00,USA,West Virginia
1628277,"Gray, Allisha",Allisha Gray,1,2017,2025,allisha_gray,allisha_gray,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,6-0,167,8,1995-01-12T00:00:00,USA,South Carolina
203833,"Gray, Chelsea",Chelsea Gray,1,2015,2025,chelsea_gray,chelsea_gray,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Guard,5-11,170,10,1992-10-08T00:00:00,USA,Duke
204334,"Gray, Reshanda",Reshanda Gray,1,2015,2022,reshanda_gray,reshanda_gray,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Forward,6-2,192,7,1993-06-01T00:00:00,USA,California
203398,"Griner, Brittney",Brittney Griner,1,2013,2025,brittney_griner,brittney_griner,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Center,6-9,205,11,1990-10-18T00:00:00,USA,Baylor
1630441,"Guirantes, Arella",Arella Guirantes,1,2021,2023,arella_guirantes,arella_guirantes,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Guard,5-11,176,3,1997-10-15T00:00:00,USA,Rutgers
1629484,"Gustafson, Megan",Megan Gustafson,1,2019,2025,megan_gustafson,megan_gustafson,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Center,6-4,195,6,1996-12-13T00:00:00,USA,Iowa
204324,"Hamby, Dearica",Dearica Hamby,1,2015,2025,dearica_hamby,dearica_hamby,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Forward,6-3,189,10,1993-11-06T00:00:00,USA,Wake Forest
1630112,"Harris, Tyasha",Tyasha Harris,1,2020,2025,tyasha_harris,tyasha_harris,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-10,152,5,1998-05-01T00:00:00,USA,South Carolina
204330,"Harrison, Isabelle",Isabelle Harrison,1,2016,2025,isabelle_harrison,isabelle_harrison,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Forward,6-3,183,7,1993-09-27T00:00:00,USA,Tennessee
203829,"Hartley, Bria",Bria Hartley,1,2014,2025,bria_hartley,bria_hartley,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,5-9,163,9,1992-09-30T00:00:00,USA,Connecticut
1630043,"Határ, Bernadett",Bernadett Határ,1,2021,2023,bernadett_hatar,bernadett_határ,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Center,6-10,208,3,1994-08-24T00:00:00,Hungary,                                   
203403,"Hawkins, Tianna",Tianna Hawkins,1,2013,2023,tianna_hawkins,tianna_hawkins,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Forward,6-3,186,11,1991-03-02T00:00:00,USA,Maryland
203026,"Hayes, Tiffany",Tiffany Hayes,1,2012,2025,tiffany_hayes,tiffany_hayes,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-10,155,12,1989-09-20T00:00:00,USA,Connecticut
1630113,"Hebard, Ruthy",Ruthy Hebard,1,2020,2023,ruthy_hebard,ruthy_hebard,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Forward,6-4,190,5,1998-04-28T00:00:00,USA,Oregon
1629567,"Hiedeman, Natisha",Natisha Hiedeman,1,2019,2025,natisha_hiedeman,natisha_hiedeman,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Guard,5-8,132,6,1997-02-10T00:00:00,USA,Marquette
1628899,"Hines-Allen, Myisha",Myisha Hines-Allen,1,2018,2025,myisha_hines-allen,myisha_hines-allen,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Forward,6-1,200,7,1995-05-30T00:00:00,USA,Louisville
203827,"Howard, Natasha",Natasha Howard,1,2014,2025,natasha_howard,natasha_howard,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Forward,6-3,172,11,1991-09-02T00:00:00,USA,Florida State
1629477,"Ionescu, Sabrina",Sabrina Ionescu,1,2020,2025,sabrina_ionescu,sabrina_ionescu,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard,5-11,165,5,1997-12-06T00:00:00,USA,Oregon
201896,"January, Briann",Briann January,1,2009,2022,briann_january,briann_january,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Guard,5-8,148,14,1987-01-11T00:00:00,USA,Arizona State
1627669,"Jefferson, Moriah",Moriah Jefferson,1,2016,2025,moriah_jefferson,moriah_jefferson,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-6,130,8,1994-03-08T00:00:00,USA,Connecticut
1628280,"Jones, Brionna",Brionna Jones,1,2017,2025,brionna_jones,brionna_jones,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Forward,6-3,215,8,1995-12-18T00:00:00,USA,Maryland
1630119,"Jones, Jazmine",Jazmine Jones,1,2020,2022,jazmine_jones,jazmine_jones,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard,6-0,160,4,1996-10-15T00:00:00,USA,Louisville
1627673,"Jones, Jonquel",Jonquel Jones,1,2016,2025,jonquel_jones,jonquel_jones,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Center,6-6,215,8,1994-01-05T00:00:00,Bahamas,George Washington
1630120,"Jones, Stephanie",Stephanie Jones,1,2021,2022,stephanie_jones,stephanie_jones,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Forward,6-2,185,3,1998-07-10T00:00:00,USA,Maryland
1630386,"Kuier, Awak",Awak Kuier,1,2021,2023,awak_kuier,awak_kuier,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Forward,6-6,168,4,2001-08-19T00:00:00,Finland,Ragusa
204335,"Laney-Hamilton, Betnijah",Betnijah Laney-Hamilton,1,2015,2024,betnijah_laney,betnijah_laney-hamilton,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard-Forward,6-0,166,10,1993-10-29T00:00:00,USA,Rutgers
202650,"Lavender, Jantel",Jantel Lavender,1,2011,2022,jantel_lavender,jantel_lavender,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Forward,6-4,185,11,1988-11-12T00:00:00,USA,Ohio State
204319,"Loyd, Jewell",Jewell Loyd,1,2015,2025,jewell_loyd,jewell_loyd,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Guard,5-11,175,10,1993-10-05T00:00:00,USA,Notre Dame
1629497,"Mabrey, Marina",Marina Mabrey,1,2019,2025,marina_mabrey,marina_mabrey,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-11,170,6,1996-09-14T00:00:00,USA,Notre Dame
1629496,"Magbegor, Ezi",Ezi Magbegor,1,2020,2025,ezi_magbegor,ezi_magbegor,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Forward-Center,6-4,181,5,1999-08-13T00:00:00,Australia,Melbourne
203825,"McBride, Kayla",Kayla McBride,1,2014,2025,kayla_mcbride,kayla_mcbride,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard,5-11,185,11,1992-06-25T00:00:00,USA,Notre Dame
1628286,"McCall, Erica",Erica McCall,1,2017,2021,erica_mccall,erica_mccall,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Forward,6-2,184,6,1995-08-21T00:00:00,USA,Stanford
201881,"McCoughtry, Angel",Angel McCoughtry,1,2009,2022,angel_mccoughtry,angel_mccoughtry,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Forward-Guard,6-1,177,13,1986-09-10T00:00:00,USA,Louisville
1629479,"McCowan, Teaira",Teaira McCowan,1,2019,2025,teaira_mccowan,teaira_mccowan,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Center,6-7,239,6,1996-09-28T00:00:00,USA,Mississippi State
1630462,"McDonald, Aari",Aari McDonald,1,2021,2025,aari_mcdonald,aari_mcdonald,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-6,141,4,1998-08-20T00:00:00,USA,Arizona
1628909,"Mitchell, Kelsey",Kelsey Mitchell,1,2018,2025,kelsey_mitchell,kelsey_mitchell,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-8,155,7,1995-11-12T00:00:00,USA,Ohio State
201507,"Mitchell, Leilani",Leilani Mitchell,1,2008,2021,leilani_mitchell,leilani_mitchell,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Guard,5-5,138,13,1985-06-15T00:00:00,USA,Utah
1627676,"Mitchell, Tiffany",Tiffany Mitchell,1,2016,2025,tiffany_mitchell,tiffany_mitchell,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-9,169,9,1994-09-23T00:00:00,USA,South Carolina
1629492,"Mompremier, Beatrice",Beatrice Mompremier,1,2020,2022,beatrice_mompremier,beatrice_mompremier,1611661323,Connecticut,Sun,CON,sun,sun,0,0,Y,Forward,6-4,190,4,1996-08-08T00:00:00,USA,Miami
203838,"Ndour-Fall, Astou",Astou Ndour-Fall,1,2014,2024,astou_ndour,astou_ndour-fall,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Center-Forward,6-5,173,8,1994-08-22T00:00:00,Spain,Gran Canaria
1628915,"Nurse, Kia",Kia Nurse,1,2018,2025,kia_nurse,kia_nurse,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,6-0,181,6,1996-02-22T00:00:00,Canada,Connecticut
1630127,"Odom, Leaonna",Leaonna Odom,1,2020,2021,leaonna_odom,leaonna_odom,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Forward,6-2,168,3,1998-03-26T00:00:00,USA,Duke
1629481,"Ogunbowale, Arike",Arike Ogunbowale,1,2019,2025,arike_ogunbowale,arike_ogunbowale,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Guard,5-8,165,6,1997-03-02T00:00:00,USA,Notre Dame
203823,"Ogwumike, Chiney",Chiney Ogwumike,1,2014,2023,chiney_ogwumike,chiney_ogwumike,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Forward-Center,6-3,183,8,1992-03-21T00:00:00,USA,Stanford
203014,"Ogwumike, Nneka",Nneka Ogwumike,1,2012,2025,nneka_ogwumike,nneka_ogwumike,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Forward,6-2,190,13,1990-07-02T00:00:00,USA,Stanford
1630446,"Onyenwere, Michaela",Michaela Onyenwere,1,2021,2025,michaela_onyenwere,michaela_onyenwere,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Forward,6-0,178,4,1999-08-10T00:00:00,USA,UCLA
1628917,"Park, JiSu",JiSu Park,1,2018,2021,ji-su_park,jisu_park,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Center,6-5,206,3,1998-12-06T00:00:00,South Korea,Cheongju
201496,"Parker, Candace",Candace Parker,1,2008,2023,candace_parker,candace_parker,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Forward-Center,6-4,184,17,1986-04-19T00:00:00,USA,Tennessee
203035,"Peddy, Shey",Shey Peddy,1,2019,2025,shey_peddy,shey_peddy,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Guard,5-7,145,5,1988-10-28T00:00:00,USA,Temple
1630437,"Perry, Chelsey",Chelsey Perry,1,2021,2021,chelsey_perry,chelsey_perry,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Forward,6-2,164,2,1999-06-07T00:00:00,USA,Tennessee-Martin
203849,"Plaisance, Theresa",Theresa Plaisance,1,2014,2022,theresa_plaisance,theresa_plaisance,1611661322,Washington,Mystics,WAS,mystics,mystics,0,0,Y,Forward,6-5,200,10,1992-05-18T00:00:00,USA,Louisiana State
1628276,"Plum, Kelsey",Kelsey Plum,1,2017,2025,kelsey_plum,kelsey_plum,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Guard,5-8,145,7,1994-08-24T00:00:00,USA,Washington
1627672,"Powers, Aerial",Aerial Powers,1,2016,2025,aerial_powers,aerial_powers,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Guard,5-11,170,9,1994-01-17T00:00:00,USA,Michigan State
202259,"Prince, Epiphanny",Epiphanny Prince,1,2010,2023,epiphanny_prince,epiphanny_prince,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Guard,5-9,179,14,1988-01-11T00:00:00,USA,Rutgers
201516,"Quigley, Allie",Allie Quigley,1,2008,2022,allie_quigley,allie_quigley,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Guard,5-10,142,14,1986-06-20T00:00:00,USA,DePaul
1630459,"Richards, DiDi",DiDi Richards,1,2021,2024,didi_richards,didi_richards,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Guard-Forward,6-2,164,3,1999-02-08T00:00:00,USA,Baylor
202658,"Robinson, Danielle",Danielle Robinson,1,2011,2023,danielle_robinson,danielle_robinson,1611661325,Indiana,Fever,IND,fever,fever,0,0,Y,Guard,5-9,137,13,1989-05-10T00:00:00,USA,Oklahoma
1628920,"Russell, Mercedes",Mercedes Russell,1,2018,2025,mercedes_russell,mercedes_russell,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Center,6-6,195,7,1995-07-27T00:00:00,USA,Tennessee
1630149,"Sabally, Satou",Satou Sabally,1,2020,2025,satou_sabally,satou_sabally,1611661321,Dallas,Wings,DAL,wings,wings,0,0,Y,Forward,6-4,175,5,1998-04-25T00:00:00,USA,Oregon
1628317,"Samuelson, Karlie",Karlie Samuelson,1,2018,2025,karlie_samuelson,karlie_samuelson,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Guard,6-0,162,6,1995-05-10T00:00:00,USA,Stanford
1629478,"Samuelson, Katie Lou",Katie Lou Samuelson,1,2019,2025,katie_lou_samuelson,katie_lou_samuelson,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Forward,6-3,163,5,1997-06-13T00:00:00,USA,Connecticut
1629491,"Shepard, Jessica",Jessica Shepard,1,2019,2025,jessica_shepard,jessica_shepard,1611661324,Minnesota,Lynx,MIN,lynx,lynx,0,0,Y,Forward,6-4,175,4,1996-09-11T00:00:00,USA,Notre Dame
1630131,"Shook, Kylee",Kylee Shook,1,2020,2021,kylee_shook,kylee_shook,1611661313,New York,Liberty,NYL,liberty,liberty,0,0,Y,Forward,6-4,200,3,1998-03-18T00:00:00,USA,Louisville
203824,"Sims, Odyssey",Odyssey Sims,1,2014,2025,odyssey_sims,odyssey_sims,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Guard,5-8,155,11,1992-07-13T00:00:00,USA,Baylor
1630435,"Slocum, Destiny",Destiny Slocum,1,2021,2022,destiny_slocum,destiny_slocum,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Guard,5-7,157,3,1997-09-09T00:00:00,USA,Arkansas
1629501,"Smith, Alanna",Alanna Smith,1,2019,2025,alanna_smith,alanna_smith,1611661317,Phoenix,Mercury,PHO,mercury,mercury,0,0,Y,Forward,6-4,177,6,1996-09-10T00:00:00,Australia,Stanford
1628922,"Stevens, Azurá",Azurá Stevens,1,2018,2025,azura_stevens,azurá_stevens,1611661329,Chicago,Sky,CHI,sky,sky,0,0,Y,Forward-Center,6-6,180,7,1996-02-01T00:00:00,USA,Connecticut
1627668,"Stewart, Breanna",Breanna Stewart,1,2016,2025,breanna_stewart,breanna_stewart,1611661328,Seattle,Storm,SEA,storm,storm,0,0,Y,Forward,6-4,170,8,1994-08-27T00:00:00,USA,Connecticut
204329,"Stokes, Kiah",Kiah Stokes,1,2015,2025,kiah_stokes,kiah_stokes,1611661319,Las Vegas,Aces,LVA,aces,aces,0,0,Y,Center,6-3,191,9,1993-03-30T00:00:00,USA,Connecticut
203015,"Stricklen, Shekinna",Shekinna Stricklen,1,2012,2021,shekinna_stricklen,shekinna_stricklen,1611661330,Atlanta,Dream,ATL,dream,dream,0,0,Y,Forward,6-2,230,10,1990-07-30T00:00:00,USA,Tennessee
1628279,"Sykes, Brittney",Brittney Sykes,1,2017,2025,brittney_sykes,brittney_sykes,1611661320,Los Angeles,Sparks,LAS,sparks,sparks,0,0,Y,Guard,5-9,154,8,1994-02-07T00:00:00,USA,Syracuse
